,ALink,SName,Lyric
31817,/johnny-cash/,Best Friend,"Hmm an old man on his deathbed once said to me
You are the master of your destiny
A diamond is a diamond and a stone is a stone
But a man's not all good nor all bad
When the chips're all down and your back's at the wall
You're the best friend that you've ever had
You're the best friend that you've ever had

So you laugh when it's time to laugh and you cry when it's time to cry
Live while it's time to live cause you'll die when it's time to die hmm

Then he closed his eyes and he left me alone
This old man's wisdom brought his meaning home

A diamond is a diamond...

Well now that I'm older I found this is true
The thing that remains is the good that you do
A diamond is a diamond and a stone is a stone
But a man's not all good nor all bad
When the chips are all down and your back's at the wall
God is the best friend that you've ever had
God is the best friend that you've ever had

So you laugh when it's time..."
31818,/johnny-cash/,Big Bad John,"Big John
Big John

Every mornning at the mine, you could see him arrive.
He stood 6 foot 6, weighed 245.
Kind of broad at the shoulders, narrow at the hip.
And everybody knew you didn't give no lip to Big John.

Big John
Big John
Big Bad John
Big John

Nobody seemed to know where John called home
He just drifted into town and stayed all alone.
He didn't say much, kind of quiet and shy
And if you spoke at all, you'd just said hi to Big John.
Somebody said he came from New Orleans,
Where he got into a fight over a Cajun Queen.
And a crash and a blow from a huge right hand,
sent a Lousiana fella to the promise land.

Big John
Big John
Big bad John
Big John

Then came the day at the bottom of the mine,
when a timber cracked and men started crying.
Minors were praying, and hearts beat fast
and everybody thought they had breathed thier last
cept' John.
Through the dust and the smoke of this man made hell,
walked a giant of a man that the minors knew well.
Grabbed a sagging timber and gave out with a groan,
and like a giant oak tree he just stood there alone, Big John

Big John
Big John
Big Bad John
Big John

And with all of his strength, he gave a mighty shove.
Then a minor yelled out, 'theres a light up above!'.
And 20 men scrambled from a 'would be' grave
now theres only one left down there to save, Big John.
With jacks and timbers, they started back down,
then came that rumble way down in the ground.
And as smoke and gas smelched out of that mine,
everybody knew it was the end of the line, for Big John.

Big John
Big John
Big Bad John
Big John

Now they never re-opend that wortheless pit,
they just placed a marble stand in front of it.
These few words are written on that stand,
'At the bottom of this mine, lies one Hell of a man, Big John'

Big John
Big John
Big Bad John
Big John."
31819,/johnny-cash/,Big Battle,"I think sir the battle is over and the young soldier laid down his gun
I'm tired of running for cover I'm certain the bottle is done

For see over there where we fought them it's quiet for they've all gone away
All left is the dead and the dying the Blue laying long side the Gray

So you think the battle is over and you even lay down your gun
You carelessly rise from your cover for you think the battle is done

Now boy hit the dirt listen to me for I'm still the one in command
Get flat on the ground here beside me and lay your ear hard to the sand

Can you hear the deafening rumble can you feel the trembling ground
It's not just the horses and wagons that make such a deafening sound

For every shot fired had an echo and every man killed wanted life
There lies your friend Jim McKenney can you take the news to his wife

No son the battle's not over the battle has only begun
The rest of the battle will cover the part that has blackened the sun

The fight yet to come's not with cannon nor will the fight be hand to hand
No one will regroup the forces no charge will a general command

The battle will rage in the bosom of mother and sweetheart and wife
Brother and sister and daughter will grieve for the rest of their lives

Now go ahead rise from your cover be thankful that God let you live
Go fight the rest of the battle for those who gave all they could give

I see sir the battle's not over the battle has only begun
The rest of the battle will cover this part that has blackened the sun

For though there's no sound of the cannon and though there's no smoke in the sky
I'm dropping the gun and the sabre and ready for battle am I"
31820,/johnny-cash/,Big Foot,"Big Foot was an Indian chief of the Miniconioux Band
A band of Miniconioux Sioux from South Dakota land
Big Foot said to Custer stay away from Crazy Horse
But Custer crossed into Sioux land and he never came back across
Then Big Foot led his people to a place called Wounded Knee
And they found themselves surrounded by the 7th Calvary
Big chief Big Foot rise up from your bed
Miniconioux babies cry for their mothers lying dead
Big Foot was down with the fever when he reached Wounded Knee
And his people all were prisoners of the 7th Calvary
Two hundred women and children and another hundred men
Raised up a white flag of peace but peace did not begin
An accidental gunshot and Big Foot was first to die
And over the noise of the rifles you could hear the babies cry
Big chief Big Foot it's good that you can't see
Revenge is being robbed by Custer's 7th Calvary
Then smoke hung over the canyon on the cold December day
All was dead and dying around where Big Foot lay
Farther on up in the canyon some had tried to run and hide
But death showed no favors women men and children died
One side called that masacre the other a victory
But the white flag is still waving today at Wounded Knee
Big chief Big Foot your Miniconioux band
Is mourned and remembered here in South Dakota land
Big chief Big Foot your Miniconioux band
Is mourned and remembered here in South Dakota land"
31821,/johnny-cash/,Big River,"By John R. Cash
Recorded 11/12/57; Number 4 - Country Chart

Now I taught the weeping willow how to cry,
And I showed the clouds how to cover up a clear blue sky.
And the tears that I cried for that woman are gonna flood you Big River.
Then I'm gonna sit right here until I die.

I met her accidentally in St. Paul (Minnesota).
And it tore me up every time I heard her drawl, Southern drawl.
Then I heard my dream was back Downstream cavortin' in Davenport,
And I followed you, Big River, when you called.

Then you took me to St. Louis later on (down the river).
A freighter said she's been here
But she's gone, boy, she's gone.
I found her trail in Memphis,
But she just walked up the block.
She raised a few eyebrows and then she went on down alone.

Now, won't you batter down by Baton Rouge,
River Queen, roll it on.
Take that woman on down to New Orleans, New Orleans.
Go on, I've had enough;
Dump my blues down in the gulf.
She loves you, Big River, more than me.

Now I taught the weeping willow how to cry,
And I showed the clouds how to cover up a clear blue sky.
And the tears that I cried for that woman are gonna flood you Big River.
Then I'm gonna sit right here until I die.


"
31822,/johnny-cash/,Billy And Rex And Oral And Bob,"Ordained for proclaimin' the gospel of Jesus
The great super preachers go crusadin' on
And the people all gather in big congregations
They hear of the Saviour who came to atone
And they kneel at the altar and they walk away happy
Then the devil starts gossip about money and sex
Makin' it hard on the good men of God like Billy and Bob and Oral and Rex
Old Billy Sunday is dead and gone young Jim Robertson's comin' on strong
And Billy and Rex and Oral and Bob are talkin' about Jesus and doin' their job

Millions of people tune in Katherine Coolman
And see her face shine with an unearthly light
Garner Ted warns of the world of tomorrow
But they criticized him and the reverend died
Cause the devil is after the great super preachers
He'd try to discredit the gospel they bring
But Billy and Rex and Oral and Bob hold to their commitment to Jesus the King
Old Billy Sunday is dead and gone young Tommy Barnett is comin' on strong
And Billy and Rex and Oral and Rex are talkin' about Jesus and doin' their job
Old Billy Sunday is dead and gone young Jimmy Snow is comin' on strong
And Billy and Rex and Oral and Bob are talkin' about Jesus and doin' their job"
31823,/johnny-cash/,Bird On A Wire,"Like a bird on a wire Like a drunk in a midnight choir I have tried in my way to be free Like a fish on a hook Like a knight from an old fashioned book I have saved all my ribbons with thee

And if I have been unkind I hope that you will just let it go by And if I have been untrue I hope you know it was never to you

Like a baby stillborn Like a beast with his horn I have torn everyone who reached out for me

But I swear by this song By all I have done wrong I'll make it all up to you

I saw a beggar leaning on his wooden crutch He called out to me "" Don't ask for so much "" And a young man leaning on his darkened door she cried out to me "" Hey, why not ask for more ""

Like a bird on a wire Like a drunk in a midnight choir I have tried in my way to be free"
31824,/johnny-cash/,Black Bandana,"The evil on your mind
It pays you back in kind
I am the judge, you've crossed the line

Black bandana
My black bandana
Means I'm coming after you

Although you run a mile
My boots will bring the trial
You're on the lam, but here I am

You've fled the iron house
But I'm the eagle, and you're the mouse
Look to the sky and say goodbye

Black bandana
My black bandana
Means I'm coming after you

Your dirty tricks learned in the yard
They didn't take you very far
I guess it's fate, it's now to late

Black bandana
My black bandana
I am wearing it just for you

The evil on your mind
It pays you back in kind
I am the judge, you've crossed the line

The end for kids who kills
And steal their daddies' pills
Look to the sky and say goodbye

Black bandana
My black bandana

Black bandana
My black bandana

Black bandana
My black bandana

Black bandana
My black bandana"
31825,/johnny-cash/,Blistered,"I got great big blisteres on my bloodshot eyes from lookin'
On that long legged woman up ahead
What she does simply walkin' down the sidewalks of that city
Makes me think about a stray cat gettin' fed
She's got a whole lotta motion in her soul I know
But her soul ain't the place she lets it show

She got a body oh yeah she got a motion oh yeah Lord I'm blistered oh yeah
She done tore my soul apart put big blisteres on my heart
What a mighty crazy crookin' way to go
[ guitar ]
I got great big blisteres on my fingertips from reachin'
In my pocketbook and pickin' out the bills
And I got tiny white blisteres in my throat from tryin'
To ease my nervous tension takin' all them pappy pills
And ever sinse she started runnin' round from bar to bar
I just can't eat a bite or keep my stomach settled down

She got a body oh yeah she got a motion oh yeah she done got me oh yeah
She done tore my soul apart put big blisteres on my heart
What a mighty crazy crookin' way to go
She got a body oh yeah she got a motion oh yeah oh I'm blistered oh yeah
Oh oh oh oh yeah"
31826,/johnny-cash/,Blizzard,"There's a blizzard comin' on and I'm wishin' I was home
For my pony's lame and he can't hardly stand
Lord my hands feel like they're froze and there's a numbness in my toes
But it's only seven miles to Mary Anne it's only seven miles to Mary Anne

You can bet we're on her mind for it's nearly suppertime
And I know that there's hot biscuits in the pan
Listen to that northern sigh if we don't get home we'll die
But it's only five more miles to Mary Anne it's only five more miles to Mary Anne

That wind's howlin' and it seems mighty like a woman's screams
And we'd best be movin' faster if we can
Dan just think about that barn with that hay so soft and warm
It's only three more miles to Mary Anne it's only three more miles to Mary Anne
[ piano ]
Come on Dan get up your ornery cuss or you'll be the death of us
I'm so weary but I'll help you if I can
All right Dan perhaps it's best we'll just stop awhile and rest
For it's still another mile to Mary Anne it's still another mile to Mary Anne

Late that night the storm was gone and they found him there at dawn
He made it but he couldn't leave ol' Dan
Yes they found him on the plains his hands froze into the reins
He was just a hundred yards from Mary Anne
He was just a hundred yards from Mary Anne"
31827,/johnny-cash/,Blue Train,"There's an engine at the station and the whistle blows my name,
It's callin' callin' callin', 'Come and get aboard the train.'
My baby's gone and I'm alone to live in misery,
I'm gonna call and make a reservation for me.

Gonna ride the blue train, gonna ride the blue train.
Gonna ride the blue train, gonna ride the blue train.

I'm gonna climb aboard and ride until I learn to smile,
I'll be knockin' out the blues while I'm knockin' out the miles.
With my guitar, beat and rythm, to the click-clack of the wheels
I'm gonna sing the blues 'cause that's the way that I feel.

Gonna ride the blue train, gonna ride the blue train.
Gonna ride the blue train, gonna ride the blue train.

Conductor, go and tell the man to shovel on the coal
It doesn't seem half as bad as long as I can roll.
Give me another ticket and I'll stay and ride with you.
There's nothing left to live for in this world we're rollin' through.

Gonna ride the blue train, gonna ride the blue train.
Gonna ride the blue train, gonna ride the blue train."
31828,/johnny-cash/,Boa Constrictor,"I'm getting swallowed by a Boa Constrictor
By a Boa Constrictor by a Boa Constrictor
I'm getting swallowed by a Boa Constrictor and I don't like snakes one bit
What do you know he's swallowed my toe oh gee he's up to my knee
Oh my he's up to my thigh oh yummy he's up to my tummy
Oh fiddle he's up to my middle oh glum he's mashing my lungs
Now look here snake I don't look good with this long tail on me
It's all about I can say sneak except give me a break sneak
My torso's cold and it's startin' to mould Boa Constrictor how much can you hold
Oh yes he's up to my chest oh heck he's up to my neck
Nearly all in he's up to my chin oh dread he's swallowed my...excuse me"
31829,/johnny-cash/,Bonanza,"The claim we hold is a good as gold bonanza
Hand in hand we built this land the Ponderosa ranch
Our birthright is this Cartwright bonanza
We here belong and standing strong wrong ain't got a
chance

Day by day work or play ready side by side
Hello friend come on in the gate is open wide
Bound to be a figtin' free bonanza
Singin' pines are boundary lines for the Ponderosa
ranch
[ guitar ]
Every tree and flower's part of our bonanza
The stars at night the morning light the water in the
branch
We ride along four men strong together
Every plain and ridge is our heritage the Ponderosa
ranch
[ guitar ]
Day by day work or play..."
31830,/johnny-cash/,Born To Lose,"Born to lose, I've lived my life in vain
Every dream has only brought me pain
All my life, I've always been so blue
Born to lose, and now I'm losing you

Born to lose, it seems so hard to bear
How I long to always have you near
You've grown tired, and now you say we're thru
Born to lose, and now I'm losing you

Born to lose, my every hope is gone
It's so hard to face an empty dawn
You were all the happiness I knew
Born to lose, and now I'm losing you

There's no use to dream of happiness
All I see is only loneliness
All my life, I've always been so blue
Born to lose, and now I'm losing you"
31831,/johnny-cash/,Bottom Of The Mountain,"I was born in west virginia
Where the land is black with coal
For a man to feed his family takes twelve hours a day
A diggin' in the big black hole

Way down in the bottom of a mountain way
Down in the bottom of a hole
Way down in the bottom of a mountain I'm diggin'
And a shovelin' and a loadin' out the dirty black coal

Some men give their wives jewelry
Some men give their wives gold
But all I can give to my sweet woman
Are the few dollars I make a diggin' out the dirty black coal

Way down in the bottom of a mountain way
Down in the bottom of a hole
Way down in the bottom of a mountain I'm diggin'
And a shovelin' and a loadin' out the dirty black coal

I draw script for most of my money
I never see a lot of that
I work all week and go to church on sunday
Well the preacher gonna get what's left when they pass the hat

Way down in the bottom of a mountain way
Down in the bottom of a hole
Way down in the bottom of a mountain I'm diggin'
And a shovelin' and a loadin' out the dirty black coal
I'm diggin' and a shovelin' and a loadin' out the dirty black coal"
31832,/johnny-cash/,Boy Named Sue,"My daddy left home when I was three
And he didn't leave much to ma and me
Just this old guitar and an empty bottle of booze.
Now, I don't blame him cause he run and hid
But the meanest thing that he ever did
Was before he left, he went and named me ""Sue.""

Well, he must o' thought that is quite a joke
And it got a lot of laughs from a' lots of folk,
It seems I had to fight my whole life through.
Some gal would giggle and I'd get red
And some guy'd laugh and I'd bust his head,
I tell ya, life ain't easy for a boy named ""Sue.""

Well, I grew up quick and I grew up mean,
My fist got hard and my wits got keen,
I'd roam from town to town to hide my shame.
But I made a vow to the moon and stars
That I'd search the honky-tonks and bars
And kill that man who gave me that awful name.

Well, it was Gatlinburg in mid-July
And I just hit town and my throat was dry,
I thought I'd stop and have myself a brew.
At an old saloon on a street of mud,
There at a table, dealing stud,
Sat the dirty, mangy dog that named me ""Sue.""

Well, I knew that snake was my own sweet dad
From a worn-out picture that my mother'd had,
And I knew that scar on his cheek and his evil eye.
He was big and bent and gray and old,
And I looked at him and my blood ran cold
And I said: ""My name is 'Sue!' How do you do!?
Now your gonna die!!""

Well, I hit him hard right between the eyes
And he went down, but to my surprise,
He come up with a knife and cut off a piece of my ear.
But I busted a chair right across his teeth
And we crashed through the wall and into the street
Kicking and a' gouging in the mud and the blood and the beer.

I tell ya, I've fought tougher men
But I really can't remember when,
He kicked like a mule and he bit like a crocodile.
I heard him laugh and then I heard him cuss,
He went for his gun and I pulled mine first,
He stood there lookin' at me and I saw him smile.

And he said: ""Son, this world is rough
And if a man's gonna make it, he's gotta be tough
And I knew I wouldn't be there to help ya along.
So I give ya that name and I said goodbye
I knew you'd have to get tough or die
And it's the name that helped to make you strong.""

He said: ""Now you just fought one hell of a fight
And I know you hate me, and you got the right
To kill me now, and I wouldn't blame you if you do.
But ya ought to thank me, before I die,
For the gravel in ya guts and the spit in ya eye
Cause I'm the son-of-a-***** that named you ""Sue.'""

I got all choked up and I threw down my gun
And I called him my pa, and he called me his son,
And I came away with a different point of view.
And I think about him, now and then,
Every time I try and every time I win,
And if I ever have a son, I think I'm gonna name him
Bill or George! Anything but Sue! I still hate that name!"
31833,/johnny-cash/,Brand New Dance,"Baby you're tired I can see in your eyes I know how you feel
We've been together too long to conceal
What's in you hearts maybe we should part but after so many years
That would only bring loneliness sorrow and tears and anyway
I never could never would never will ever kill what's between us
So let's try again we'll start a brand new dance between old friends
There will always be days when it don't seem to pay when it just doesn't rhyme
Well let's bound to happen some of the time
Our best days ain't gone we don't need to move on well maybe we could try
But I don't think you can make it and neither could I and anyway
I never could...
Baby come here love ain't disappeared you're just feeling low
And let me tell you my darling it's a feeling I know
It don't mean too much we just got out of touch well that's easy to change
Cause loving you ain't too hard to arrange and anyway
I never could..."
31834,/johnny-cash/,Breakman's Blues,"Portland main is just the same as sunny tennessee
Portland main is just the same as sunny tennessee
Any old place I hang my hat is home sweet home to me
Went down to the depot and I looked up on the board
Went down to the depot and I looked up on the board
It read it's good times here but better on down the road
Eat my breakfast here get my dinner in new orleans
Eat my breakfast here get my dinner in new orleans
I'm going to get me a momma
Lord I ain't never seen
Where was you momma when the train left the shed
Where was you momma when the train left the shed
Standin' in my front door wishin' to god I was dead"
31835,/johnny-cash/,Bridge Over Troubled Water,"When youâ€™re weary,
feeling small
When tears are in your eyes,
I will dry them all

Iâ€™m on your side
when times get rough
And friends just canâ€™t be found
Like a bridge over troubled water
I will lay me down
Like a bridge over troubled water
I will lay me down

When youâ€™re down and out
When youâ€™re on the street
When evening falls so hard
I will comfort you

Iâ€™ll take your part
When darkness comes
And pain is all around
Like a bridge over troubled water
I will lay me down
Like a bridge over troubled water
I will lay me down

Sail on silvergirl
Sail on by
Your time has come to shine
All your dreams are on their way
See how they shine
If you need a friend
Iâ€™m sailing right behind
Like a bridge over troubled water
I will ease your mind
Like a bridge over troubled water
I will ease your mind"
31836,/johnny-cash/,Broken Freedom Song,"Got a song about the sister waitin' somewhere by the phone
For some man who never missed her ever since he come and gone
Ain't it's harder for a woman with a baby on her way
That's the price of being human when you're poor enough to pay

And she listen to the freedom in the silence at her door
No one missin' when you need 'em there ain't no fun to sing that song no more

Got a song about a saviour looking lonesome and afraid
At a city full of strangers and a cross he never made
And he's sadder than he's wiser and a longer way from home
And he wonders why his father left him bleeding and alone

Just a broken song of freedom and the closing of a door
No one's missin' till you need 'em there ain't no fun to sing that song no more

Just a broken song..."
31837,/johnny-cash/,Bull Rider,"Well first you gotta wanna get off bad enough to wanna get on him in the first place
And you better trust in your lady luck
Pray to God that she don't give up on you right now
Live fast die young bull rider
One hand hold is all you got it's you and the bull against the clock and a cross crowd
And once upon a spinnin' ton nothin' else you've ever done can pull this way
You're just outside the buckin' shoot
Lose a spur you lose your seat and you lose yourself
By now he's buckin' mean and dirty
Slingin' mud and cowboy boots and kickin' clowns
No fools no fun bull rider

You gotta feel the way he's movin' you gotta watch his head
And brace yourself for anything that a friend of you might dead
You know the art of hangin' loose hangin' just as tight
Well there's something like a hurricane who's dancin' with the kite

Well the rodeo is more than rough
It's a fact of life it's tough to cut his fever ass
It's drinkin' beer and pullin' trailers
Tighten may on barreled razors and horse's buck
No rides no pay bull rider live fast die young bull rider bull rider bull rider"
31838,/johnny-cash/,Busted,"My bills are all due and the babies need shoes,
But I'm Busted
Cotton's gone down to a quarter a pound
And I'm Busted

I got a cow that's gone dry
And a hen that won't lay
A big stack of bills
Getting bigger each day
The county's gonna haul my belongings away,
But I'm Busted

So I called on my brother to ask for a loan
'Cause I was Busted
I hate to beg like a dog for a bone,
But I'm Busted

My brother said, ""there's not a thing I can do,
My wife and my kids
Are all down with the flu
And I was just thinkin' about callin' on you,
'Cause I'M Busted.""

Lord, I ain't no thief, but a man can go wrong,
When he's Busted
The food that we canned last summer is gone,
But I'm Busted

Now the fields are all bare
And the cotton won't grow
Me and my family's gotta pack up and go
But I'll make a living, just where, I don't know
'Cause I'm Busted
"
31839,/johnny-cash/,'cause I Love You,"I?ll sweep out your chimney
Yes and, I will bring you flowers
Yes and, I will do for you
Most anything you want me to

If we live in a cottage
You will feel like it?s a castle
By the royal way you?re treated
And attention shown to you

I?ll be there beside you
If you need a cryin' shoulder
Yes, and I?ll be there to listen
When you need to talk to me

When you wake up in the darkness
I will put my arms around you
And hold you 'till the mornin sun
Comes shinin' through the trees

I'll be right beside you
No matter where you travel
I'll be there to cheer you
'till the sun comes shinin through

If we're ever parted
I will keep the tie that binds us
And I?ll never let it break
'cause I love you

I will bring you honey
From the bee tree in the meadow
And the first time there's a rainbow
I'll bring you a pot of gold

I'll take all your troubles
And I'll throw 'em in the river
Then I'll bundle down beside you
And I'll keep you from the cold

I'll be right beside you
No matter where you travel
I'll be there to cheer you
Till the sun comes shinin through

If we're ever parted
I will keep the tie that binds us
And I'll never let it break
'cause i love you"
31840,/johnny-cash/,Cajun Born,"Left pretty Jo I was born on the bayoo thirty miles out of LaFaiette
My daddy was a cajun man and he taught me how to plow
I remember mama's breakfast goosh-goosh in the caye
Steams're upon the banje I wish I had me some now
I'm a cajun born I'm a cajun bread and when I die I'll be cajun dead
If I die in Alaska if I die in Ohio my soul will find its way back to the bayou

Went to church every Sunday had a Frensh talkin' preacher man
We kids joked about the preacher man cause we thought he wore a dress
After church we had a party cajun music on the phonograph
Harry Short singing Jole Blon made a singer out of me
I'm a cajun born...
[ acordeon ]
When I get enough to marry get myself a cajun lady
Some sorta like my mama cause I ain't no other no other kind
And wherever fortune takes me with the breaks or makes me
Memory won't forsake me got Louisiana on my mind
I'm a cajun born..."
31841,/johnny-cash/,Calilou,"Well I'm finally goin' back to Louisiana runnin' and thumbin' all the way
That started out the way out in California
I been makin' bout five hundred miles a day
I covered all the beaches on the west coast from Mexico Crason City Bay
But Calilou was not in California that's where her daddy came from by the way
And by the way her mother was a cajun
She came from New Orleans I've heard her say
And it's just like a girl to wanna see her mama
So I might find her there along the way
Calilou Calilou well they should have call you restless
Well they should have call you drifter
Yeah they should have call you trouble instead of Calilou

I reacall the first time that I saw her I picked her up near Phoenix in my car
Just another beauty seekin' fame and fortune
And I told her if she should be a movie star
The next time I saw her was Tucumcari she served my bowl of chilly with a smile
I said it's been a year since I last saw you
Wonder how'd you like to share a few good miles
Well the justice of the peace was very sleepy I held her in my arms a whole night long
I whispered words like settle down and family
And when I woke up my Calilou was gone
Calilou Calilou...
Calilou Calilou...
**********
[ Rambler ]
It's a long way to New Orleans
[ Fisherman ]
Well I got plenty of time
[ Rambler ]
Me too you know it's lot of fun just seein' what the next day has to offer
You never know what round the next bend
[ Fisherman ]
Or what we're gonna find either
[ Rambler ]
Do you know what I just wonder how long a man has to look before he finds himself
**********
I just got the feelin' that the fire was burnin' out
Cause the air was turnin' colder every time you came about
And a flame won't take a fannin' if the last reserve of love is runnin' low
So since I've gotta button up I believe I'll hit the road and go
Country road 6-40 state highway 45 life out of the interstate is very much alive
There's magic in the mountains and music in the valleys down below
And my song ain't through playin' yet so I believe I'll hit the road and go"
31842,/johnny-cash/,Call Daddy From The Mine,"A little girl woke up deep in the dark and started cryin'
The mother brought a light and held her daughter tight
She thought it was so strange to hear a little girl of nine
Cry call daddy from the mine call daddy from the mine
[ guitar ]
Her mother wiped the tears and said see honey you're only dreaming
Your dad must work today he has to draw his pay
She left her then but still could hear her cry time after time
Call daddy from the mine call daddy from the mine

Then the countryside was shaken by a mighty rumble
And fear for miles around was the trembling of the ground
The little girl was fast asleep yet cried out one more time
Call daddy from the mine call daddy from the mine
[ guitar ]
Ten thousand tears and two weeks later deep in the smoking ground
A dying man was found had survived all those around
He'd quickly crawled to a fresh air pocket barely just in time
When he heard his own child whine call daddy from the mine
Call daddy from the mine call daddy from the mine"
31843,/johnny-cash/,Call Of The Wild,"Bayou bayou bayou bayou
Now here's a little tale about a flock of geese
Lookin' for a home and lookin' for a peace
But before they're safely in the southern sand
They gotta watch out for the critter called man
There's a goose and a gander and a goslin' child
Headin' on south at the call of the wild
Honk and holler as we go gonna see the Gulf of Mexico
Way up high don't fly low the long toms will get you from the old bayou

Well the wind from the north it chills you to the bone
And the call of the wild is callin' me come home
I'll lead my band of geese a marry trip we'll navigate that mighty Mississipp'
Honk and holler as we go...
Bayou bayou bayou bayou
[ ac.guitar ]
Honk and holler as we go...

My pappy led this band of twenty-three and the second in command included me
He made one fatal slip and he flew too low the long tom's got him from the old bayou
Honk and holler as we go..."
31844,/johnny-cash/,Call Your Mother,"When you get a chance
Would you please call your mother
And thank her for the good years that we had?
Gently break the news that you don't love me
And give my best regards to your good old dad

I always liked your family
We got along just splendidly
Though your brother
Kind of rubbed me the wrong way
I remember that your eyes turned green
When they crowned your sister County Queen
Though she couldn't hold a candle
To your beauty any day

When you get a chance
Would you please call your mother
And thank her for the good years that we had?
Gently break the news that you don't love me
And give my best regards to your good old dad

Back when we could laugh and play
On family reunion day
Didn't we all look funny
In our 1950s clothes?
Your daddy wore that greasy stuff
Your brother drank more than enough
Your mom wore penny loafers
With runners in her hose

When you get a chance
Would you please call your mother
And thank her for the good years that we had?
O gently break the news that you don't love me
And give my best regards to your good old dad

When you get a chance
Would you please call your mother"
31845,/johnny-cash/,Can't Help But Wonder Where I'm Bound,"It’s a long and dusty road, it’s a hot and heavy load
And the people that you meet aren’t always kind.
Some are bad, some are good, some have done the best they could
Some have tried to ease my troubled mind

(Refrain)
But I can’t help but wonder
Where I’m bound, where I’m bound
I can’t help but wonder where I’m bound

I have been around this land just doing the best I can
Trying to find what I was meant to do
And the faces that I see are as worried as can be
And I think that they are wondering too

(Refrain)

I had a buddy way back home, till he started out to roam
Now I hear he’s out by Frisco Bay
Sometimes when I’ve had a few, his voice comes singing through
And I’m going out to see him some old day

(Refrain)

If you see me passing by and you sit and wonder why
You weren’t meant to be a rambler too
Nail your shoes to the kitchen floor, lace them up, and bar the door
And thank the stars for the roof that’s over you

(Refrain)"
31846,/johnny-cash/,Cat's In The Cradle (cover),"A child arrived the other day,
He came to the world in the usual way.
But there were planes to catch and bills to pay,
He learned to walk while I was away,
And he was talking 'fore I knew it.
And as he grew he'd say, I'm gonna be like you dad,
You know I'm gonna be like you.

Chorus:
And the cat's in the cradle and the silver spoon.
Little boy blue and the man in the moon.
When you coming home dad? I don't know when,
But we'll get together then,
You know we'll have a good time then.

My son turned ten just the other day,
He said, Thanks for the ball come on let's play,
Can you teach me to throw? I said, Not today,
I got a lot to do. He said, That's okay.
He walked away but his smile never dimmed,
He said, I'm gonna be like him,
Yeah, you know I'm gonna be like him.

Chorus:
And the cat's in the cradle and the silver spoon.
Little boy blue and the man in the moon.
When you coming home dad? I don't know when,
But we'll get together then,
You know we'll have a good time then.

Well, he came from college just the other day,
So much like a man I just had to say,
Son I'm proud of you, can you sit for a while.
He shook his head and then he said with a smile,
What I'd really like dad is to borrow the car keys,
See you later can I have them please.

Chorus:
And the cat's in the cradle and the silver spoon.
Little boy blue and the man in the moon.
When you coming home son? I don't know when,
But we'll have a good time then dad,
You know we'll have a good time then.

I've long since retired my son's moved away.
I called him up just the other day,
I said, I'd like to see you if you don't mind.
He said, I'd love to dad if I could find the time,
You see my new job's a hassle and the kids
have the flu,
But it's sure nice talking to you dad,
It's been sure nice talking to you.

And as I hung up the phone it occurred to me,
He'd grown up just like me
My boy was just like me.

Chorus:
And the cat's in the cradle and the silver spoon.
Little boy blue and the man in the moon.
When you coming home son? I don't know when,
But we'll have a good time then dad,
You know we'll have a good time then..."
31847,/johnny-cash/,Chicken In Black,"For two long years my head hurt bad
So a doctor checked me an he shook his head
He said I'm sorry to tell you
But your body's outlived your brain
He said I know this doctor in New York, son
And he'll fix you right up with a brand new one
So the head doctor met me
When I stepped down off of the train.

He said we had this bank robber killed last night
His body's shot but his brain's alright
I'll give you a transplant, boy
And you'll be OK
I got my new brain in and I was feelin' great
I went right back to Nashville with no headache
But something strange happened
When I walked in the bank one day

CHORUS
I said stick 'em up ever'body I'm robbin' this place
Drop all of your money in my guitar case
Don't nobody move and don't nobody reach for that door
A lady said, why you're Johnny Cash
I said no ma'am, I'm the Manhattan Flash
And I am the best bank robber in New York

Now the other night Roy Acuff called me
He said John I'd like for you to do the Opry
So I went out on the stage, but I couldn't sing
I got into a half a verse of 'I Walk The Line'
And something snapped in this head of mine
I yelled stick 'em up -
Give me your money, your watches and rings.

Well, I called New York and talked to that brain quack
And said Doc I gotta have my old brain back
He said I'm sorry there, Mr. Cash, but I can't do that
He said I put your brain in a chicken last monday
He's singing your songs and makin' lots of money
And I got him signed to a ten-year recording contract.

Now friends if you see me walkin' down the street
Remember what you see ain't necessarily me
And if I try to hold you up, don't pay me no mind
But when you got ten bucks that you can blow
You oughta catch that Johnny Chicken show
He's doin' fairs and concert dates
All up and down the line.

I said stick 'em up ever'body I'm robbin' this place
Drop all of your money in my guitar case
Don't nobody move and don't nobody reach for that door
A lady said, why you're Johnny Cash
I said no ma'am, I'm the Manhattan Flash
And I am the best bank robber in New York.

TAG: TALK:
Well, I don't pay any income tax...
You don't pay tax on money you steal...
You oughta catch that Johnny Chicken show...
Chicken In Black! hmmmmmmmm!"
