treat,age,hisp,black,married,educ,nodegr,re19,re20,re22
0,59,0,0,0,9.0,0,24590,24391,47042
1,60,0,1,0,9.0,0,34563,34511,33921
1,46,0,1,0,9.0,0,21450,21432,45449
0,31,0,0,1,7.0,0,24416,25876,40020
0,39,0,1,0,9.0,0,40751,39667,41899
1,38,0,0,0,8.0,0,50855,50103,41531
0,32,0,1,1,9.0,0,20799,20937,42835
0,59,0,0,1,13.0,0,21237,19946,48588
1,61,0,0,1,12.0,0,59365,58474,52448
0,45,0,0,0,13.0,0,56520,57834,37910
0,31,0,1,0,7.0,0,20775,21735,43644
1,25,0,0,0,12.0,0,42534,43681,43082
1,35,0,0,1,9.0,0,35050,34268,33946
0,47,0,0,1,13.0,0,29796,30212,42878
0,58,0,1,0,11.0,0,30777,31389,41782
0,33,0,0,0,9.0,0,53834,54386,46710
0,21,1,0,1,6.8,0,22750,23153,35984
0,38,0,1,0,7.0,0,54803,53799,38090
0,40,0,0,1,10.0,0,36778,36154,36178
0,37,0,1,1,9.0,0,24418,24573,35254
0,62,1,0,0,11.8,0,29274,27678,43689
1,44,0,1,1,9.0,0,43538,42699,48129
0,31,0,0,1,12.0,0,48619,49385,39844
1,42,0,0,0,13.0,0,26803,26096,44248
1,25,1,0,0,6.8,1,47779,47178,47903
0,42,0,0,1,13.0,0,22011,23231,40681
0,26,0,0,1,11.0,0,37130,36519,47517
1,37,1,0,0,11.8,0,44321,45309,43231
1,50,1,0,0,7.8,0,59975,57511,45552
1,46,0,0,0,9.0,0,51169,50904,44999
1,60,0,1,1,10.0,0,28729,27676,42518
1,37,1,1,1,7.8,0,26760,27309,40468
1,22,1,0,1,11.8,0,33280,33986,49671
1,53,0,0,0,12.0,0,54455,54889,46411
1,31,0,0,0,11.0,0,42460,40323,51235
0,61,1,0,0,7.8,0,50716,50395,46759
1,32,0,0,0,12.0,0,38784,39412,42329
1,34,0,0,0,12.0,0,49336,48917,46404
1,19,0,0,1,10.0,0,51297,51700,37981
0,49,1,0,1,11.8,0,47187,47064,48611
0,61,0,1,0,10.0,0,40102,40053,45465
1,19,0,0,1,7.0,1,46137,46545,41712
0,34,1,1,1,11.8,0,28063,28586,37524
1,59,0,0,0,10.0,0,50802,50769,51141
0,31,1,0,1,10.8,0,52881,53412,36808
1,43,1,0,0,10.8,0,46028,47235,38361
0,50,0,1,0,10.0,0,48890,47539,44985
1,52,1,0,0,12.8,0,38312,37094,45188
1,25,0,0,0,13.0,0,48567,47980,39820
0,42,0,1,1,7.0,0,58657,58653,40470
1,34,0,1,1,11.0,0,32834,31804,39361
1,48,0,0,0,13.0,0,54442,55650,46707
1,48,0,1,0,10.0,0,59151,58619,44210
1,22,1,0,1,11.8,0,28802,29446,48809
0,20,0,0,1,8.0,0,48285,48099,45767
1,51,0,0,0,11.0,0,28278,27448,49414
1,42,0,1,1,8.0,0,59720,60483,31505
0,27,0,0,0,7.0,0,59746,59980,42953
1,56,0,0,0,11.0,0,31227,32155,44445
0,20,0,0,1,13.0,0,39929,39681,37223
1,30,0,0,1,12.0,0,49302,49705,50674
1,62,0,1,1,10.0,0,34720,34625,51336
0,54,0,1,1,12.0,0,44133,42861,37681
0,57,0,0,0,10.0,0,45161,44125,46828
1,33,0,0,1,7.0,0,40771,39856,37370
0,63,0,0,0,7.0,0,50025,49914,39917
0,25,0,1,1,7.0,1,20529,20378,36014
0,52,0,0,0,10.0,0,52568,53788,43821
0,29,0,0,1,9.0,0,23331,23597,43944
1,42,0,0,1,10.0,0,33687,32495,43856
1,40,0,0,1,12.0,0,42263,43434,45243
1,63,0,0,0,13.0,0,22386,21192,39018
1,39,0,0,1,7.0,1,27579,29626,40537
0,33,1,1,1,8.8,0,42054,42939,40719
0,18,0,1,1,8.0,1,20905,19435,33219
1,23,0,0,1,7.0,0,48413,48248,37140
0,44,0,1,1,7.0,0,36915,35696,39687
0,44,0,0,0,9.0,0,37566,34877,41708
0,26,0,0,1,10.0,1,29233,27818,41962
0,45,0,0,1,13.0,0,54186,52258,39442
0,57,1,0,1,8.8,0,43018,42892,41644
1,54,1,1,0,12.8,0,34239,32137,48886
0,31,0,0,1,9.0,0,49931,50475,33703
1,54,0,0,0,7.0,0,31618,31818,45798
1,50,0,1,0,9.0,0,57903,55604,34587
0,25,0,0,1,13.0,0,20168,19865,41485
0,23,0,1,1,13.0,1,20854,21325,46241
1,34,0,1,0,10.0,0,51541,49335,44060
1,50,0,0,1,7.0,0,33086,33859,41524
1,38,0,0,1,8.0,0,50663,50301,42789
1,36,1,0,1,9.8,1,29247,28929,46632
0,18,0,0,1,12.0,1,45000,44765,41240
1,45,1,0,1,7.8,0,41305,42748,44059
0,58,0,0,0,7.0,0,52695,53074,37112
1,30,1,0,1,8.8,0,57286,57649,39469
1,40,0,1,1,7.0,0,26806,26760,43575
1,64,1,0,0,9.8,0,28912,28712,41950
1,44,0,0,0,8.0,0,52144,52928,50833
1,48,1,0,1,6.8,0,25191,26283,46877
0,37,1,0,0,12.8,0,54037,54562,43870
1,20,0,1,1,13.0,0,51298,51742,48737
0,56,0,0,0,11.0,0,23032,23778,49128
1,33,0,0,0,7.0,0,57839,56841,41034
1,57,0,0,1,13.0,0,31320,30015,44178
1,49,0,1,0,12.0,0,28275,27817,49240
0,26,0,1,1,13.0,0,36680,35666,43412
0,62,0,0,0,11.0,0,29827,31208,44063
0,29,1,1,1,10.8,1,52044,52130,44863
1,49,0,1,1,8.0,0,22858,23460,44440
1,46,1,0,0,7.8,0,20381,22625,38036
0,47,1,0,0,6.8,0,35932,34784,50675
1,27,1,0,1,6.8,0,39175,40420,44363
1,55,0,0,0,9.0,0,46065,47853,47787
0,27,0,0,0,9.0,0,33870,33971,46349
0,25,0,0,1,8.0,0,39988,38011,43336
1,51,1,0,0,11.8,0,46109,48786,42731
0,56,0,1,0,10.0,0,56140,54383,37467
1,33,0,0,1,7.0,0,51457,51245,48433
0,36,0,1,1,12.0,0,36650,36622,36264
0,60,1,0,0,7.8,0,49093,49028,45174
1,41,0,1,0,12.0,0,58474,58420,49234
0,63,0,0,0,8.0,0,56634,57897,44006
1,45,1,0,0,6.8,0,49867,48893,39486
0,39,0,1,1,13.0,0,32596,33714,39400
1,54,1,1,0,10.8,0,28886,29027,38428
1,55,0,1,0,7.0,0,30897,30857,41666
0,59,1,1,0,8.8,0,47684,46444,42931
0,58,0,1,0,7.0,0,54985,54831,40134
0,58,1,1,0,9.8,0,57832,57345,45689
1,45,0,1,1,10.0,0,58133,56466,47913
1,52,0,1,1,9.0,0,27379,26431,43117
0,23,0,0,1,8.0,0,25956,24442,37684
1,25,0,0,1,13.0,0,55642,55018,41553
0,56,1,1,1,6.8,0,30329,31297,33024
1,43,0,0,0,11.0,0,26890,24289,39627
1,30,1,1,1,12.8,0,26210,27221,40929
1,36,0,0,0,13.0,0,52434,52688,54455
0,45,1,0,0,10.8,0,46060,45865,42561
1,23,0,1,1,9.0,0,27957,26938,38870
1,40,0,0,1,13.0,0,36399,38319,32237
1,37,1,0,0,12.8,0,47996,46093,47310
1,19,0,0,1,8.0,0,51903,50429,44704
1,44,1,0,1,8.8,0,56148,56603,41993
1,63,0,0,0,8.0,0,37388,37495,40468
1,58,0,0,0,10.0,0,58821,58994,47542
1,34,0,1,1,8.0,0,20133,20173,39253
0,37,0,0,1,9.0,0,27533,27800,41767
1,50,0,0,1,7.0,0,23831,21871,43763
0,55,1,0,1,10.8,0,46071,44624,46363
0,37,0,0,1,9.0,0,34245,34224,41501
1,44,0,0,0,12.0,0,23579,21879,46624
1,51,0,0,0,10.0,0,41865,41923,50521
0,54,0,0,0,8.0,0,37239,37095,46517
1,60,0,0,0,12.0,0,53091,53058,42198
1,23,1,0,1,6.8,0,47987,48086,36185
0,32,0,0,1,13.0,0,41264,41770,41686
0,47,1,1,0,6.8,0,55283,54836,39888
0,54,0,0,0,12.0,0,43100,43005,37112
0,24,0,0,1,13.0,0,35400,33769,45187
0,59,0,1,1,12.0,0,24377,23269,42965
1,35,0,0,1,13.0,0,47878,47385,46353
1,36,1,1,0,12.8,0,59356,57852,39849
1,43,1,0,0,7.8,0,52997,53844,45475
1,55,0,0,1,13.0,0,36017,35314,45024
1,20,0,0,1,11.0,1,31293,32037,41570
1,63,0,0,1,7.0,0,42362,41572,46619
1,47,0,0,1,8.0,0,45048,44207,49791
0,32,0,0,1,9.0,0,36116,35934,36622
0,52,1,0,1,8.8,0,55872,55866,36528
0,39,0,0,0,10.0,0,45663,46054,38350
0,33,0,1,0,11.0,1,39065,38482,37640
1,21,0,0,1,11.0,0,28106,27657,41393
0,52,0,0,1,7.0,0,26980,26457,37141
1,58,0,1,0,13.0,0,57052,56826,42296
1,23,1,1,1,11.8,0,48818,50713,40347
1,62,0,1,0,8.0,0,55109,54620,37662
0,40,0,0,0,13.0,0,58764,56032,43545
0,30,0,0,1,12.0,0,33193,31899,40600
1,40,0,1,0,11.0,0,33141,30449,45585
1,60,0,0,1,7.0,0,31825,33025,44388
0,53,1,1,1,12.8,0,23239,22563,44213
0,20,1,1,1,11.8,0,44622,43930,37103
1,24,1,0,1,8.8,0,29654,29996,45774
0,29,0,0,1,11.0,0,21408,22028,43790
0,52,1,0,0,8.8,0,23243,23357,48296
1,60,0,0,0,9.0,0,23513,22775,40251
0,26,0,0,1,11.0,1,35421,36677,42212
0,35,0,1,1,9.0,0,20496,20273,36249
0,53,1,1,0,10.8,0,22616,24023,46746
1,57,1,0,1,9.8,0,45525,45720,38113
1,32,0,0,1,11.0,0,53846,53144,46378
1,62,1,0,0,12.8,0,40984,41455,49750
1,19,0,0,1,9.0,0,35763,36819,48893
0,26,0,0,1,12.0,0,21042,20723,44230
1,29,0,1,0,13.0,0,34025,34600,45687
0,24,0,0,1,11.0,0,24640,25794,37530
0,54,0,0,0,7.0,1,57532,57300,40279
1,22,1,1,1,11.8,0,41737,40689,49623
1,20,0,0,1,7.0,0,46515,48372,41637
0,24,0,0,1,10.0,1,39668,40312,45600
0,20,0,0,1,13.0,1,30102,30804,43425
1,54,1,0,0,10.8,0,39451,38795,41813
0,49,0,0,0,12.0,0,56094,53929,44275
1,21,0,1,0,8.0,0,44602,45601,39236
0,55,1,0,0,11.8,0,31095,30605,44210
0,48,1,0,0,10.8,0,43772,43969,45325
1,31,1,1,1,9.8,0,33801,33960,38790
1,39,0,1,1,11.0,0,32283,30502,41179
1,35,1,0,1,6.8,0,26704,27686,45275
0,56,0,1,0,12.0,0,26634,25649,47685
0,24,1,0,1,12.8,0,42910,41127,40525
0,57,0,0,0,7.0,0,41894,42752,41225
1,22,1,0,1,12.8,0,52631,53857,47908
0,63,0,0,0,8.0,0,44676,45169,43204
1,37,1,1,1,6.8,0,21352,19908,46249
0,45,1,0,0,6.8,0,27140,27601,46400
0,63,1,0,0,11.8,0,42329,41276,50497
0,19,0,0,1,11.0,0,41804,41160,42966
0,42,0,1,1,8.0,0,58565,57573,46321
0,49,0,0,0,11.0,0,51075,49983,44331
1,29,0,0,1,12.0,0,29558,31112,42663
1,37,0,0,0,12.0,0,44663,46647,46012
0,50,0,1,0,7.0,0,28843,28142,36238
1,43,1,0,0,12.8,0,20715,21406,52320
0,28,0,0,1,9.0,0,39166,39000,43056
0,46,0,0,0,9.0,1,51963,50100,45375
1,37,0,0,1,9.0,0,22796,22959,41619
0,26,0,0,0,9.0,0,55569,54869,33082
1,61,1,0,0,8.8,0,26208,27912,40976
0,39,0,0,1,10.0,0,55574,53903,38429
1,43,0,0,1,13.0,0,41376,40108,46799
1,62,0,1,0,10.0,0,37468,37949,39797
0,32,1,0,1,10.8,0,40900,38700,39826
1,50,0,0,1,9.0,0,21166,20817,46279
1,56,0,0,0,9.0,0,32598,33114,47902
0,42,0,0,0,8.0,0,59281,60332,45120
1,32,1,0,1,11.8,0,37884,38041,49340
1,40,0,0,1,10.0,1,24223,23440,44865
1,64,0,1,0,12.0,0,39609,40020,46418
1,32,0,1,0,9.0,0,45312,43485,42156
1,57,0,1,1,8.0,0,31907,31163,42257
0,31,0,1,1,8.0,1,50637,50532,47804
1,53,1,1,0,6.8,0,49088,49280,48928
0,37,0,1,1,12.0,0,27958,27672,41239
0,62,1,0,0,12.8,0,34069,34159,37403
1,29,0,0,0,13.0,0,45669,44790,45488
1,47,1,0,0,11.8,0,51267,50611,44383
1,19,1,1,1,12.8,1,43468,44219,39917
1,40,0,0,1,11.0,0,23975,23815,45718
0,64,0,0,0,7.0,0,45036,43123,50789
0,60,0,0,0,8.0,0,57378,57045,40837
0,63,1,1,0,8.8,0,30320,30316,52001
0,24,0,0,1,7.0,0,55287,57153,40667
1,28,0,1,1,13.0,0,42521,42041,43642
0,46,1,0,1,9.8,0,21287,20316,45658
0,32,1,0,1,6.8,1,21852,21038,33735
0,28,0,0,1,13.0,0,37945,37536,44041
0,61,1,1,0,12.8,0,29505,29353,39649
0,29,1,0,1,12.8,1,20395,19748,35661
0,23,0,0,1,12.0,0,26542,27334,46571
0,19,0,1,1,7.0,0,36862,36310,42954
1,59,1,1,1,10.8,0,27457,27398,51685
1,20,1,0,1,6.8,0,40411,40953,44455
0,26,1,1,1,11.8,0,30284,30133,30595
1,25,0,1,1,12.0,0,32446,33558,42036
1,22,1,0,0,10.8,0,24162,24088,43062
0,57,1,0,0,9.8,0,35493,36463,46732
1,37,0,1,1,10.0,0,25372,23243,41679
0,27,0,0,1,9.0,1,49199,51092,35548
1,47,1,0,1,8.8,0,38107,37811,40732
0,18,0,1,1,7.0,0,32867,32377,28634
1,29,0,0,1,12.0,0,28186,26763,41098
1,26,0,0,1,11.0,0,40563,41666,47067
1,43,1,1,1,10.8,0,42185,42147,48855
1,50,1,1,0,9.8,0,50142,49723,45178
1,25,1,1,1,6.8,0,50375,50103,43250
1,49,1,0,0,6.8,0,30124,30451,44181
1,33,0,0,0,10.0,0,35810,36838,48208
1,50,0,0,0,8.0,0,56118,55404,40017
0,48,0,1,1,9.0,0,33486,32246,40829
0,62,1,0,1,9.8,0,53918,52903,38740
1,38,0,0,1,13.0,0,52797,52695,44593
1,24,1,0,1,7.8,0,24583,24937,39462
1,18,0,1,1,8.0,1,46137,46912,38055
1,31,0,0,1,11.0,0,41301,39958,43695
1,26,1,0,0,12.8,0,57589,58203,39500
0,47,0,0,0,10.0,0,26076,26487,43216
1,51,0,1,0,13.0,0,28713,28315,47035
0,19,0,1,1,8.0,1,25890,26609,37116
1,51,0,0,1,10.0,0,25058,25749,50030
0,43,0,1,0,11.0,0,30717,30071,44194
1,48,0,0,0,8.0,0,50828,52710,44104
1,47,1,0,1,11.8,0,34216,33417,49258
1,60,0,0,1,7.0,0,31632,29927,46671
0,42,0,1,0,9.0,0,46675,46898,37375
0,43,0,0,1,8.0,1,56115,56885,44241
1,32,0,0,1,12.0,0,52041,54294,42554
1,45,0,0,0,9.0,0,43574,44667,43666
1,29,0,0,0,12.0,0,56954,57594,43249
0,27,1,1,1,6.8,0,49358,47884,36236
0,61,0,1,0,11.0,0,34610,34814,39329
1,57,0,0,0,11.0,0,24156,26076,39160
1,42,0,0,1,9.0,0,39214,38434,40636
0,35,0,0,1,8.0,0,20771,20988,35879
0,34,0,0,1,8.0,0,47709,47602,42509
0,32,0,1,0,10.0,0,45376,46068,47466
0,22,0,0,0,12.0,1,59257,59860,48098
1,54,0,0,0,12.0,0,54919,53743,47928
1,55,0,0,0,13.0,0,55561,55749,42146
0,60,0,0,0,8.0,0,50164,50525,45224
0,52,0,0,0,8.0,0,38446,37587,41893
0,21,1,0,1,11.8,1,29839,28192,41557
1,18,0,1,1,12.0,0,23055,23397,41564
0,46,1,1,1,9.8,0,20636,19972,41595
0,32,0,0,1,12.0,0,54230,55638,42605
0,21,0,0,1,10.0,0,30141,30139,40010
1,49,0,1,1,12.0,0,44985,46873,40441
0,33,0,0,1,9.0,0,29977,29819,39062
0,41,0,1,0,9.0,0,39591,38144,40622
0,48,0,0,0,11.0,0,39588,38524,48033
1,62,1,0,0,6.8,0,44132,44117,47386
1,23,0,0,1,9.0,0,44265,45295,45582
0,30,0,0,1,8.0,0,27166,27619,41479
0,34,0,0,1,11.0,0,35394,34878,42080
0,63,0,0,0,9.0,0,44646,44884,39356
0,23,1,0,1,9.8,0,32732,32843,36510
0,29,0,0,1,7.0,0,58889,58133,35518
0,26,1,1,1,11.8,0,42046,42102,40179
1,36,0,0,0,10.0,0,29949,29550,46313
0,47,0,0,0,13.0,0,47745,46799,46754
1,28,1,0,0,12.8,0,36443,35325,40818
1,18,1,0,1,8.8,0,21243,20076,40124
1,29,0,0,0,11.0,0,55349,54857,34283
0,46,1,0,0,6.8,0,44662,45599,33830
0,33,0,1,0,7.0,1,43297,44217,30540
0,37,0,1,0,10.0,0,45833,45823,44679
1,39,0,0,1,8.0,0,20692,20547,41715
1,54,1,1,1,7.8,0,32587,33613,34091
0,62,0,1,0,10.0,0,53926,55251,40429
0,19,1,0,1,8.8,0,37187,36423,38020
0,31,1,1,1,9.8,0,47175,48689,43660
0,35,0,0,0,13.0,0,52561,52706,47919
1,47,0,0,0,10.0,0,47338,48838,41903
1,51,1,0,1,12.8,0,54421,55298,46744
1,36,0,0,0,12.0,0,53808,52847,48854
1,55,0,1,0,9.0,0,31871,29140,51749
1,30,1,1,1,8.8,0,32034,31842,39733
1,29,1,0,1,6.8,0,25946,26637,38770
0,19,0,0,1,10.0,1,20154,20768,38752
0,48,0,0,0,13.0,0,20030,20960,46758
0,33,0,1,1,13.0,1,30881,30382,42776
1,64,1,0,0,12.8,0,46865,47531,54841
1,29,1,1,1,10.8,0,43731,41836,50804
0,23,0,0,1,13.0,0,36103,35123,38449
1,61,0,1,0,9.0,0,34463,33521,49637
0,33,0,1,0,10.0,1,58532,59027,37400
0,36,0,0,0,12.0,0,53436,52712,45961
0,61,1,0,0,6.8,0,55365,55272,52634
1,18,0,0,1,11.0,0,21257,22444,50848
0,58,0,1,0,8.0,0,46102,45512,36824
1,61,0,0,0,12.0,0,55028,54758,41372
0,43,0,1,1,12.0,0,57587,58009,43030
0,34,0,1,1,12.0,0,41536,41791,39333
0,44,0,0,0,11.0,1,52869,53339,46450
0,53,1,0,1,10.8,0,31772,30466,35301
1,44,0,0,1,10.0,0,29201,29095,36531
1,47,1,1,0,9.8,0,24959,24759,44635
1,20,0,0,1,13.0,0,56626,58204,39457
0,56,0,0,1,8.0,0,22105,21999,45628
1,19,1,0,1,12.8,0,57733,58370,49931
1,23,1,1,1,10.8,0,50339,50420,45726
0,57,0,0,1,9.0,0,48937,50103,40005
1,26,0,0,1,11.0,0,23001,24533,41001
1,64,0,1,0,8.0,0,58596,59847,42784
0,32,0,0,1,12.0,0,20472,19817,42100
0,23,0,1,1,12.0,0,48129,49809,35043
1,19,0,0,1,12.0,1,48626,49337,44331
1,26,0,0,1,12.0,0,52755,52219,43041
1,50,0,0,1,7.0,0,32851,30319,41225
1,40,0,0,1,9.0,0,42700,41827,43844
1,29,0,0,0,11.0,0,30688,30937,45521
1,31,1,1,1,12.8,0,20360,19967,48928
1,21,0,0,1,12.0,0,53713,51905,45395
0,54,0,1,1,8.0,0,45971,47144,47233
0,31,0,0,0,11.0,1,57809,57422,43535
0,34,1,0,1,10.8,0,27187,28097,48112
1,22,0,0,1,11.0,0,28286,29042,44023
1,33,0,1,0,13.0,0,46492,47464,38053
1,23,0,1,1,9.0,1,24911,24363,37051
1,41,1,0,1,9.8,0,47028,47280,39349
0,46,0,0,1,12.0,0,27095,27725,42320
1,57,1,0,1,11.8,0,47723,50416,43997
0,53,0,1,0,11.0,0,50836,52267,42629
1,61,0,0,0,7.0,0,58202,58534,38126
0,32,0,0,1,9.0,0,50909,49324,48516
1,34,0,0,1,12.0,0,48584,48737,43338
1,32,1,1,0,9.8,0,37972,38839,44942
0,43,0,0,0,9.0,0,36868,36786,36787
0,42,0,1,0,8.0,0,59599,60306,41064
1,55,0,0,0,12.0,0,46530,46452,42179
1,30,1,0,0,6.8,0,27960,28243,47240
0,59,0,1,0,12.0,0,56518,57703,43588
1,33,1,0,1,7.8,1,48001,47449,44853
0,27,1,0,0,11.8,0,52010,52464,47068
1,63,0,1,1,12.0,0,39055,39750,36544
1,57,0,1,0,12.0,0,27344,26336,43905
0,20,0,1,1,12.0,1,53669,51834,42016
1,52,0,0,1,10.0,0,33359,34520,48147
0,29,1,0,1,9.8,1,26934,27550,39886
0,35,0,0,1,7.0,0,39428,39018,38652
1,49,0,0,0,13.0,0,45102,43980,45286
0,49,0,0,1,10.0,0,44554,44032,46569
1,42,0,0,0,8.0,0,45903,45311,45966
1,39,0,0,1,13.0,0,36647,34139,42956
1,49,0,0,1,12.0,0,54709,53336,44555
0,59,0,0,0,7.0,0,43341,42521,40855
0,52,1,0,0,6.8,0,42636,43431,38712
1,41,0,0,0,9.0,0,41939,41916,42081
0,39,0,0,1,8.0,0,26278,25019,41375
0,60,1,0,0,8.8,0,35653,36075,43834
1,60,0,0,0,13.0,0,25764,27022,53976
0,43,0,1,1,10.0,0,28633,27155,41946
0,47,0,0,0,13.0,0,37861,38973,45347
0,21,1,0,1,10.8,0,46875,47080,43886
0,59,0,0,1,13.0,0,30824,28287,48488
1,64,0,0,1,9.0,0,29007,29540,44427
0,29,0,1,1,8.0,0,21332,20301,38921
1,27,1,0,0,10.8,0,24250,23126,45311
0,29,1,0,0,6.8,0,44119,42458,42706
1,26,1,0,1,9.8,1,34427,34172,45520
1,50,0,0,1,13.0,0,20778,21806,42983
1,33,0,0,1,13.0,0,58631,58255,42599
0,62,0,1,0,10.0,0,31617,31669,43805
0,41,0,0,1,7.0,0,37455,36323,37810
0,37,0,0,1,9.0,0,49478,51102,43890
1,59,0,0,0,11.0,0,51768,51159,46587
0,26,0,0,1,7.0,1,39601,39466,43063
1,37,0,0,1,13.0,0,47034,46197,40869
1,64,0,0,1,7.0,0,20671,20806,47097
1,57,1,0,0,10.8,0,46780,46670,42251
0,45,0,0,1,13.0,0,50066,51181,36399
1,29,0,0,0,9.0,0,28521,29611,42381
1,23,0,0,1,8.0,0,58723,59164,39485
0,43,1,0,0,12.8,0,23508,22705,50845
1,59,0,1,0,11.0,0,42807,41994,46222
1,64,0,0,0,10.0,0,40445,38557,48352
0,59,0,1,0,8.0,0,25793,25417,34540
0,23,0,0,1,10.0,0,40951,38115,42148
1,59,0,1,1,10.0,0,49032,49205,43724
0,54,1,0,1,6.8,0,59292,59388,44354
0,48,0,0,0,13.0,0,38656,40023,42993
1,29,0,1,1,8.0,1,22734,23880,40612
0,24,0,1,1,12.0,0,31531,31975,41380
1,33,1,1,1,8.8,1,39572,41012,44475
0,38,1,0,1,11.8,0,22694,23461,43797
0,46,0,0,0,9.0,0,45829,43338,41451
1,49,0,0,1,7.0,0,58402,58568,44579
0,23,0,1,1,12.0,0,42632,42389,41014
1,63,1,0,0,6.8,0,49429,49176,45885
1,51,0,0,0,11.0,0,47699,46143,42454
0,49,1,0,0,6.8,1,57378,56559,42532
0,38,1,1,0,7.8,1,52913,51310,43978
1,40,0,0,1,10.0,0,46456,46581,40052
1,18,0,0,1,7.0,0,26988,26681,44789
1,60,0,1,0,8.0,0,28824,27926,45412
0,29,0,1,1,9.0,0,24244,26128,41098
0,47,0,1,0,12.0,0,44241,44924,43202
1,33,0,0,1,11.0,0,24471,23588,45992
0,34,0,0,0,13.0,0,56512,56089,38374
1,25,1,1,1,11.8,0,54465,54877,41251
1,33,1,0,1,11.8,0,59370,60048,41165
0,38,0,1,0,13.0,0,30028,31110,40534
1,57,0,0,0,7.0,0,33092,31551,43696
0,48,0,0,0,10.0,0,50280,50501,38482
0,19,1,0,1,11.8,1,45159,46051,45082
1,64,0,1,0,7.0,0,53714,53050,43196
0,33,0,1,1,9.0,0,40864,41170,35660
1,24,0,0,1,9.0,0,34869,34778,32290
0,19,0,0,1,13.0,0,40744,42434,37670
0,63,0,0,0,9.0,0,51021,50941,41881
0,22,1,0,1,7.8,0,33723,33307,37661
0,26,1,0,1,8.8,0,30539,29351,41035
1,39,0,1,1,8.0,0,33334,33922,41113
1,38,0,1,1,7.0,0,27530,27924,50669
1,50,0,0,0,10.0,0,32282,32558,49123
1,43,1,0,1,12.8,0,26505,25908,41901
1,59,0,0,0,8.0,0,24151,23490,49292
0,49,1,1,0,11.8,0,46541,47308,39370
1,35,0,0,0,10.0,0,42980,44172,49414
0,60,0,0,0,9.0,0,53488,53645,42242
0,62,1,0,1,8.8,0,27600,27868,48076
0,44,0,1,0,13.0,0,45648,45540,36560
1,36,0,0,1,7.0,0,45398,45897,50896
1,22,1,1,1,7.8,0,33297,36287,38412
0,23,1,0,1,11.8,1,53995,53393,44156
0,49,0,0,1,9.0,0,43214,44428,40100
0,56,1,0,0,9.8,0,37390,36006,30980
1,60,1,0,0,12.8,0,42380,41862,47736
1,30,0,0,0,7.0,0,51393,50669,49181
1,58,0,1,0,8.0,0,53753,55373,43295
0,32,1,0,1,12.8,0,42618,42739,43778
0,50,0,0,1,12.0,0,31926,33955,38717
0,61,1,0,0,6.8,0,29109,29091,38155
1,42,1,1,1,6.8,0,35115,36170,42509
1,29,1,0,1,10.8,0,53511,54094,37667
1,30,1,0,1,12.8,1,34201,36116,50129
0,37,1,0,0,9.8,0,39684,39115,46044
0,31,0,0,0,8.0,0,58195,58802,43941
0,45,0,0,0,10.0,1,47952,46162,45683
1,43,1,0,1,7.8,0,44169,43652,44299
0,56,0,0,0,11.0,0,45426,45421,43891
0,60,0,0,1,7.0,0,25015,22631,41568
0,38,1,0,1,8.8,0,53453,55544,40621
1,32,0,1,1,10.0,0,39102,40124,42663
1,56,1,0,0,12.8,0,46915,47448,44713
0,33,0,1,1,12.0,0,56917,56092,41263
1,52,0,1,0,8.0,0,41367,40302,47298
0,33,1,0,1,6.8,0,27222,27270,41458
0,58,0,0,0,7.0,0,39143,39118,39115
0,60,0,1,1,11.0,0,24201,23476,51965
1,33,1,0,1,10.8,0,37365,37450,47788
0,48,1,1,1,9.8,0,34871,34749,39525
0,30,1,1,1,9.8,1,34011,33751,41518
0,37,0,1,1,8.0,0,56848,56818,38496
0,43,0,0,1,10.0,0,55413,53705,37904
0,25,0,0,0,7.0,1,55626,55527,39012
1,46,0,0,0,12.0,0,51111,50720,39538
0,55,0,1,0,13.0,0,37725,37304,44570
1,43,0,1,1,8.0,0,45081,45746,42317
1,64,0,1,1,8.0,0,48896,47423,41993
0,30,1,0,1,10.8,0,20659,19754,44174
0,53,1,0,0,9.8,0,43876,43098,42216
1,46,0,0,1,13.0,0,46978,47650,44664
1,57,0,1,0,7.0,0,23281,24002,37411
1,64,1,0,0,11.8,0,46081,46377,49682
1,55,0,0,0,11.0,0,29361,30206,49515
1,54,0,0,0,11.0,0,49780,48219,40530
1,60,0,0,0,11.0,0,57436,56963,38996
0,42,0,0,0,7.0,0,52574,52147,40946
0,18,0,0,1,10.0,0,49662,48741,42377
1,48,0,0,1,9.0,0,36432,37377,41739
0,42,0,1,1,11.0,0,37746,37142,38308
0,53,0,0,0,12.0,0,31258,32317,39133
0,40,1,0,1,9.8,0,24659,26376,44537
1,50,1,1,0,9.8,0,35567,36373,42308
0,43,0,0,1,8.0,0,41997,42218,38105
1,49,0,1,1,11.0,0,37101,38433,46641
0,24,0,0,1,7.0,0,25591,25387,37391
1,40,1,0,1,10.8,0,40405,41628,39102
1,23,0,1,1,13.0,0,35396,36942,42823
1,53,0,0,0,11.0,0,24515,24297,48030
0,24,1,0,1,9.8,0,55951,55704,39973
0,51,0,0,1,10.0,0,29288,30371,38160
0,61,0,0,0,13.0,0,25144,23814,47579
0,24,1,0,1,10.8,0,59568,57784,41596
0,62,1,1,0,7.8,0,33441,34653,47660
0,26,0,0,1,9.0,0,29203,31594,39790
0,59,0,0,0,10.0,0,50110,48823,34027
